id,clipID,valenceRank,arousalRank,valenceValue,arousalValue,valenceVariance,arousalVariance
29,ACCEDE00029.mp4,3775,4256,2.769718876,2.020633879,0.118332574,0.160933877
30,ACCEDE00030.mp4,941,3103,1.738229104,1.724367786,0.09479589,0.137976157
31,ACCEDE00031.mp4,1011,1415,1.76834866,1.432498056,0.095635858,0.121437083
32,ACCEDE00032.mp4,5425,4533,3.108708409,2.103527597,0.108044901,0.163982861
33,ACCEDE00033.mp4,6887,1515,3.276539888,1.445091223,0.103604906,0.119277675
34,ACCEDE00034.mp4,4077,5741,2.84709687,2.518095391,0.11632114,0.163569027
35,ACCEDE00035.mp4,504,867,1.548336833,1.373992354,0.094690092,0.144108231
36,ACCEDE00036.mp4,2765,3259,2.459414425,1.759851338,0.12026909,0.141751733
37,ACCEDE00037.mp4,3936,7710,2.811868169,3.378880678,0.117296879,0.134884047
38,ACCEDE00038.mp4,2799,4034,2.471092578,1.957476288,0.120392268,0.157686149
39,ACCEDE00039.mp4,8577,985,3.433619025,1.385089283,0.105372566,0.137698516
40,ACCEDE00040.mp4,2872,3165,2.495891556,1.738297817,0.120602675,0.139486696
41,ACCEDE00041.mp4,2012,7603,2.181589535,3.326209787,0.113151869,0.135772425
42,ACCEDE00042.mp4,1219,6456,1.857141566,2.804147117,0.098877947,0.154064672
43,ACCEDE00043.mp4,2320,903,2.299433604,1.37729053,0.117089447,0.142067296
44,ACCEDE00044.mp4,2969,5321,2.528254629,2.364166969,0.120771904,0.166206248
45,ACCEDE00045.mp4,619,5010,1.598542244,2.256911945,0.093644085,0.166477547
46,ACCEDE00046.mp4,2092,4859,2.212710138,2.206900086,0.114305485,0.166070641
47,ACCEDE00047.mp4,7365,5619,3.319196587,2.47230735,0.101740121,0.164591398
48,ACCEDE00048.mp4,6215,2344,3.209555779,1.572271236,0.105634054,0.120878126
49,ACCEDE00049.mp4,3890,1995,2.800035011,1.513774177,0.117602993,0.116619434
50,ACCEDE00050.mp4,3938,7707,2.812378854,3.377394694,0.117283411,0.134904897
51,ACCEDE00051.mp4,8585,2571,3.43448085,1.614187431,0.105517589,0.125345258
52,ACCEDE00052.mp4,2621,7657,2.409071252,3.352706693,0.119563831,0.13528777
53,ACCEDE00053.mp4,3155,9004,2.588385574,4.069483769,0.120768045,0.160553953
54,ACCEDE00054.mp4,6677,7475,3.256843537,3.264091459,0.104321161,0.137182475
55,ACCEDE00055.mp4,2384,7637,2.32322432,3.342872908,0.117730889,0.135458959
56,ACCEDE00056.mp4,4388,4625,2.919287308,2.13206335,0.114079963,0.164738667
57,ACCEDE00057.mp4,5576,1628,3.130443741,1.460033521,0.107478851,0.117548897
58,ACCEDE00058.mp4,5986,9250,3.183355582,4.211980097,0.106235876,0.174954942
59,ACCEDE00059.mp4,2451,9429,2.347858414,4.317916937,0.118335483,0.187323492
60,ACCEDE00060.mp4,9182,6616,3.505224308,2.872300237,0.124721693,0.151338871
61,ACCEDE00061.mp4,2510,7611,2.369315714,3.330124368,0.118811255,0.135696186
62,ACCEDE00062.mp4,1862,7824,2.122338516,3.435742629,0.110765808,0.134284089
63,ACCEDE00063.mp4,3946,7263,2.814418429,3.163340283,0.117229415,0.140155418
64,ACCEDE00064.mp4,1648,4426,2.035933179,2.070969175,0.106950691,0.162941262
65,ACCEDE00065.mp4,8449,7377,3.420097341,3.217187307,0.103388294,0.138472617
66,ACCEDE00066.mp4,8908,1728,3.471089426,1.4738869,0.11372376,0.116620043
67,ACCEDE00067.mp4,8941,5480,3.475042542,2.421212229,0.114841748,0.16550449
68,ACCEDE00068.mp4,8955,3634,3.476732286,1.851038944,0.115332722,0.150220345
69,ACCEDE00069.mp4,4542,6862,2.95227408,2.980040239,0.112986587,0.146978712
70,ACCEDE00070.mp4,4405,2406,2.923017385,1.583417083,0.113957746,0.121998197
71,ACCEDE00071.mp4,8462,1896,3.421448336,1.498492497,0.103562144,0.116230243
72,ACCEDE00072.mp4,5666,3358,3.142792431,1.783116555,0.10717423,0.144089381
73,ACCEDE00073.mp4,5802,5002,3.160643779,2.254228468,0.106752397,0.166464888
74,ACCEDE00074.mp4,2358,4851,2.313589594,2.20428808,0.117477827,0.166039174
75,ACCEDE00075.mp4,2663,5819,2.423900454,2.5478312,0.119800707,0.162811654
76,ACCEDE00076.mp4,2646,4035,2.417912462,1.957754244,0.11970796,0.157702305
77,ACCEDE00077.mp4,4456,3021,2.934075064,1.706293507,0.11359301,0.135967828
78,ACCEDE00078.mp4,6107,856,3.197465344,1.372999872,0.105915835,0.144746593
79,ACCEDE00079.mp4,5052,149,3.049077736,1.324227169,0.109792233,0.198848739
80,ACCEDE00080.mp4,6768,7099,3.265484775,3.087224868,0.104021647,0.14282754
81,ACCEDE00081.mp4,8856,1067,3.464944076,1.393285861,0.112072538,0.133726946
82,ACCEDE00082.mp4,7413,418,3.323411477,1.339298787,0.10155497,0.175425078
83,ACCEDE00083.mp4,7783,3872,3.356195151,1.913228582,0.100466068,0.154896071
84,ACCEDE00084.mp4,7064,4584,3.292578071,2.119284473,0.102937182,0.164417907
85,ACCEDE00085.mp4,6214,5393,3.209445887,2.389813481,0.105636668,0.165934625
86,ACCEDE00086.mp4,1079,9370,1.79750017,4.282789764,0.096590229,0.183076759
87,ACCEDE00087.mp4,2005,6469,2.178850211,2.809628026,0.113046815,0.153848532
88,ACCEDE00088.mp4,812,4543,1.682465474,2.106605051,0.093725046,0.164071305
89,ACCEDE00089.mp4,1845,2539,2.115552502,1.608093946,0.110478645,0.124660469
90,ACCEDE00090.mp4,8004,2082,3.376435532,1.527682236,0.100426349,0.117295352
91,ACCEDE00091.mp4,5340,5115,3.095885755,2.29248358,0.108397442,0.166551791
92,ACCEDE00092.mp4,4144,5184,2.86328743,2.316214392,0.115843474,0.166508053
93,ACCEDE00093.mp4,7558,7920,3.336165456,3.48422276,0.101036489,0.134097018
94,ACCEDE00094.mp4,8394,2912,3.414434824,1.682883818,0.102717486,0.133299999
95,ACCEDE00095.mp4,6334,286,3.222375094,1.33136808,0.105319514,0.186519993
96,ACCEDE00096.mp4,2377,3176,2.320634456,1.740793029,0.117663771,0.139753538
97,ACCEDE00097.mp4,1510,7631,1.979161364,3.339927388,0.104329743,0.13551225
98,ACCEDE00098.mp4,3381,725,2.657942402,1.361730606,0.120251654,0.152867738
99,ACCEDE00099.mp4,4610,5399,2.96627041,2.391964534,0.112517089,0.165908521
100,ACCEDE00100.mp4,6806,6031,3.269043028,2.630470332,0.10389164,0.160370891
101,ACCEDE00101.mp4,6745,3961,3.263317245,1.93734531,0.104098918,0.156470901
102,ACCEDE00102.mp4,1581,3557,2.008466585,1.83163629,0.105687281,0.148577498
103,ACCEDE00103.mp4,1111,7307,1.81117899,3.184032231,0.097079173,0.139485599
104,ACCEDE00104.mp4,3394,4076,2.661824199,1.969201378,0.120206971,0.158353072
105,ACCEDE00105.mp4,3260,8829,2.621186855,3.970293918,0.120592184,0.152223654
106,ACCEDE00106.mp4,9201,7503,3.50770572,3.277597013,0.125632113,0.13684529
107,ACCEDE00107.mp4,9341,9064,3.526470451,4.10390883,0.132943877,0.163780565
108,ACCEDE00108.mp4,3927,5448,2.809566168,2.409611199,0.117357327,0.165675546
109,ACCEDE00109.mp4,497,7384,1.545277466,3.22051876,0.094783744,0.138375232
110,ACCEDE00110.mp4,2219,8957,2.261387554,4.042666241,0.115951022,0.15815779
111,ACCEDE00111.mp4,8092,5024,3.384719282,2.261617142,0.100629183,0.166497308
112,ACCEDE00112.mp4,3109,7802,2.573753568,3.424709395,0.120807062,0.134369452
113,ACCEDE00113.mp4,1035,9572,1.778650051,4.403910198,0.095958489,0.198286767
114,ACCEDE00114.mp4,5502,7411,3.119955142,3.233395805,0.107747083,0.138006805
115,ACCEDE00115.mp4,1907,9013,2.140233157,4.07463395,0.11151026,0.161025994
116,ACCEDE00116.mp4,2829,5030,2.481329536,2.263637204,0.120487577,0.166504847
117,ACCEDE00117.mp4,3744,8543,2.76136748,3.812089692,0.118519017,0.14211381
118,ACCEDE00118.mp4,6750,9508,3.263789363,4.365274135,0.104082211,0.193264543
119,ACCEDE00119.mp4,524,3646,1.557076011,1.854094329,0.094442087,0.150471046
120,ACCEDE00120.mp4,1095,3187,1.804342857,1.743295399,0.096831795,0.140019962
121,ACCEDE00121.mp4,9330,2616,3.52496498,1.622858898,0.132330833,0.126332338
122,ACCEDE00122.mp4,2465,1079,2.35297011,1.394518729,0.11845317,0.133179584
123,ACCEDE00123.mp4,4398,4141,2.921484153,1.987553097,0.114008037,0.159337587
124,ACCEDE00124.mp4,2533,4464,2.377619699,2.082454414,0.118982416,0.163331047
125,ACCEDE00125.mp4,1891,9542,2.133882081,4.38576937,0.111248235,0.195909571
126,ACCEDE00126.mp4,2862,7267,2.492516761,3.165216636,0.120578147,0.140093565
127,ACCEDE00127.mp4,6601,6820,3.249482871,2.961392142,0.104558878,0.147728088
128,ACCEDE00128.mp4,8410,4365,3.416073345,2.052710992,0.102902051,0.162270206
129,ACCEDE00129.mp4,8385,4218,3.413516258,2.009616279,0.102617385,0.160427295
130,ACCEDE00130.mp4,66,6724,1.356701364,2.919159829,0.108077754,0.149437982
131,ACCEDE00131.mp4,262,7671,1.442450687,3.359604424,0.100130735,0.135173963
132,ACCEDE00132.mp4,272,5025,1.446828321,2.261953671,0.099812122,0.166498603
133,ACCEDE00133.mp4,2351,9725,2.310988528,4.497256706,0.117407934,0.211027479
134,ACCEDE00134.mp4,6395,843,3.228758254,1.371836168,0.105154023,0.145509854
135,ACCEDE00135.mp4,4312,1211,2.902339954,1.408642583,0.114628975,0.12773764
136,ACCEDE00136.mp4,8527,6133,3.428278006,2.671178136,0.104523608,0.159013089
137,ACCEDE00137.mp4,6432,7743,3.232571971,3.395261643,0.105051644,0.134671214
138,ACCEDE00138.mp4,7694,1217,3.348220689,1.40930907,0.100645021,0.127515686
139,ACCEDE00139.mp4,6401,6433,3.229379607,2.794474619,0.105137532,0.154444389
140,ACCEDE00140.mp4,8054,7629,3.381124216,3.338946021,0.10052331,0.135530209
141,ACCEDE00141.mp4,4076,5091,2.846852545,2.284295412,0.116328216,0.166549845
142,ACCEDE00142.mp4,7672,3853,3.346261246,1.908140771,0.100699816,0.154547028
143,ACCEDE00143.mp4,4212,6904,2.879359574,2.998792703,0.115353419,0.146230794
144,ACCEDE00144.mp4,5659,5384,3.141847635,2.386590893,0.107197133,0.165972785
145,ACCEDE00145.mp4,3147,2891,2.585852276,1.678454455,0.120776548,0.132788677
146,ACCEDE00146.mp4,7037,3485,3.290157066,1.813810909,0.103042182,0.146991122
147,ACCEDE00147.mp4,4014,4750,2.831550443,2.171637178,0.116763078,0.165556116
148,ACCEDE00148.mp4,7486,7152,3.329825166,3.111649108,0.101284484,0.141938278
149,ACCEDE00149.mp4,4849,2148,3.012767099,1.538531901,0.110963404,0.117995452
150,ACCEDE00150.mp4,2540,7903,2.380140172,3.475598007,0.119032922,0.134107304
151,ACCEDE00151.mp4,1204,2293,1.850777563,1.563273361,0.09861648,0.120025133
152,ACCEDE00152.mp4,4905,3879,3.023069153,1.915108423,0.110625462,0.155023545
153,ACCEDE00153.mp4,7288,7586,3.312429255,3.317903875,0.102044566,0.13593937
154,ACCEDE00154.mp4,3875,635,2.796140143,1.354576757,0.117701205,0.158984923
155,ACCEDE00155.mp4,7107,2541,3.296418324,1.608473013,0.102768154,0.124702821
156,ACCEDE00156.mp4,3643,2766,2.733630939,1.652629076,0.119090597,0.129784517
157,ACCEDE00157.mp4,5850,3572,3.16672268,1.835388516,0.106612672,0.148902044
158,ACCEDE00158.mp4,8623,3737,3.438602471,1.877541603,0.106242104,0.152322505
159,ACCEDE00159.mp4,9794,102,3.593308501,1.322033197,0.163823636,0.203260588
160,ACCEDE00160.mp4,9513,3756,3.550720209,1.882499015,0.143382698,0.152697577
161,ACCEDE00161.mp4,3914,1322,2.806229735,1.421317387,0.117444174,0.123991286
162,ACCEDE00162.mp4,6203,3558,3.208234596,1.831886024,0.105665406,0.1485992
163,ACCEDE00163.mp4,6591,5935,3.248503807,2.592719408,0.104589354,0.161542863
164,ACCEDE00164.mp4,7905,6265,3.367279286,2.724772568,0.100359791,0.157099355
165,ACCEDE00165.mp4,7898,1956,3.366637755,1.507684899,0.100360727,0.116415432
166,ACCEDE00166.mp4,8767,4922,3.454657462,2.227601956,0.109551276,0.166283577
167,ACCEDE00167.mp4,9648,232,3.570711414,1.328420826,0.152687401,0.191283255
168,ACCEDE00168.mp4,8864,1245,3.465882921,1.412447508,0.112317878,0.126509267
169,ACCEDE00169.mp4,6727,6262,3.261613319,2.723543064,0.104158647,0.157144659
170,ACCEDE00170.mp4,9728,1899,3.582966121,1.498947059,0.158653368,0.116235668
171,ACCEDE00171.mp4,9139,1736,3.49966481,1.475020729,0.122733115,0.116569093
172,ACCEDE00172.mp4,5055,7590,3.049593204,3.319856669,0.10977607,0.135899492
173,ACCEDE00173.mp4,7459,5832,3.327451884,2.552822164,0.101382654,0.162677805
174,ACCEDE00174.mp4,9763,2465,3.588424414,1.594234805,0.161367463,0.123139379
175,ACCEDE00175.mp4,8743,1964,3.451932165,1.508926645,0.10893528,0.116452042
176,ACCEDE00176.mp4,9387,5179,3.532824539,2.314485302,0.135578747,0.166513675
177,ACCEDE00177.mp4,5102,1465,3.057590337,1.438720683,0.109527331,0.120282131
178,ACCEDE00178.mp4,7756,1936,3.353767182,1.504597099,0.1005125,0.116335997
179,ACCEDE00179.mp4,8432,7764,3.418337988,3.405719439,0.103169905,0.134551953
180,ACCEDE00180.mp4,7307,3172,3.314100402,1.739884851,0.10196885,0.139656551
181,ACCEDE00181.mp4,8360,4516,3.410976241,2.098309502,0.102353081,0.163828999
182,ACCEDE00182.mp4,5175,3387,3.069722203,1.790041428,0.109157804,0.144762518
183,ACCEDE00183.mp4,8591,1641,3.435128553,1.461801002,0.105628053,0.117396951
184,ACCEDE00184.mp4,9762,1820,3.58826764,1.487154553,0.161289047,0.116233739
185,ACCEDE00185.mp4,8902,6340,3.470375146,2.755683217,0.113526376,0.155941627
186,ACCEDE00186.mp4,1962,3768,2.161966719,1.885641017,0.112387479,0.152932348
187,ACCEDE00187.mp4,8757,7773,3.453519455,3.410209339,0.109291379,0.134504801
188,ACCEDE00188.mp4,8841,8901,3.463190137,4.010884073,0.111620954,0.1554547
189,ACCEDE00189.mp4,9144,22,3.500307275,1.318599333,0.122959238,0.210976452
190,ACCEDE00190.mp4,5922,7858,3.175634486,3.452850316,0.106410166,0.13418258
191,ACCEDE00191.mp4,6132,3486,3.200304782,1.814056383,0.105850556,0.147013466
192,ACCEDE00192.mp4,7322,2557,3.31541902,1.611514076,0.101909304,0.125043812
193,ACCEDE00193.mp4,6921,1694,3.279654288,1.469110368,0.103480777,0.11687463
194,ACCEDE00194.mp4,7693,2875,3.348131531,1.675097215,0.100647429,0.132400065
195,ACCEDE00195.mp4,2857,941,2.490826694,1.380855125,0.120565376,0.139993962
196,ACCEDE00196.mp4,8506,379,3.426057688,1.336848328,0.10419583,0.178620276
197,ACCEDE00197.mp4,8838,6389,3.462840345,2.776057918,0.111531951,0.155160705
198,ACCEDE00198.mp4,8301,2253,3.405047354,1.556323884,0.101806374,0.119403676
199,ACCEDE00199.mp4,6388,6677,3.228031897,2.898682416,0.105173211,0.150269463
200,ACCEDE00200.mp4,5469,3887,3.115177327,1.917260363,0.107872299,0.155168485
201,ACCEDE00201.mp4,8654,265,3.441999626,1.330201425,0.106877777,0.188357238
202,ACCEDE00202.mp4,4170,423,2.869475405,1.339619457,0.115656572,0.175020567
203,ACCEDE00203.mp4,1665,1597,2.042872242,1.455859108,0.107267311,0.117949801
204,ACCEDE00204.mp4,9583,8352,3.560979029,3.709130992,0.148086689,0.137737466
205,ACCEDE00205.mp4,4329,8999,2.906169478,4.066624628,0.114505895,0.160293537
206,ACCEDE00206.mp4,7394,6235,3.321743122,2.712501493,0.101627697,0.157548758
207,ACCEDE00207.mp4,9498,6062,3.548551571,2.642777201,0.142408785,0.159970094
208,ACCEDE00208.mp4,5351,3142,3.097569727,1.733103689,0.108350362,0.138927524
209,ACCEDE00209.mp4,8622,380,3.43849341,1.336910036,0.106222273,0.178537467
210,ACCEDE00210.mp4,9420,8071,3.537441515,3.561581303,0.137539716,0.134475786
211,ACCEDE00211.mp4,7903,385,3.367095917,1.337219464,0.100359988,0.178124116
212,ACCEDE00212.mp4,8468,560,3.422073526,1.3489813,0.103644412,0.164403325
213,ACCEDE00213.mp4,8673,1345,3.444097488,1.424034871,0.107287692,0.123310141
214,ACCEDE00214.mp4,8278,5098,3.402760235,2.286680107,0.101621194,0.16655133
215,ACCEDE00215.mp4,7612,4924,3.340936928,2.228263004,0.100867013,0.166289324
216,ACCEDE00216.mp4,3386,542,2.65943695,1.347687911,0.120234646,0.165745966
217,ACCEDE00217.mp4,1187,2026,1.843557131,1.518678567,0.098324215,0.116826308
218,ACCEDE00218.mp4,2630,8860,2.412258919,3.987732635,0.119616782,0.153581001
219,ACCEDE00219.mp4,4435,9289,2.929545934,4.234899788,0.113742812,0.177517635
220,ACCEDE00220.mp4,1654,8310,2.038383673,3.686780353,0.107062646,0.137018705
221,ACCEDE00221.mp4,988,3060,1.758464094,1.714840201,0.095342555,0.136923855
222,ACCEDE00222.mp4,2778,3182,2.46388913,1.742157071,0.120318104,0.139898914
223,ACCEDE00223.mp4,9304,246,3.521427889,1.329168362,0.130907969,0.190036139
224,ACCEDE00224.mp4,1920,3081,2.145383991,1.719479541,0.111720927,0.137438108
225,ACCEDE00225.mp4,6059,2527,3.191942117,1.605824508,0.106041749,0.124407655
226,ACCEDE00226.mp4,4904,8376,3.022887117,3.721949644,0.1106314,0.138186742
227,ACCEDE00227.mp4,9772,6208,3.589837565,2.701503053,0.162075506,0.157946151
228,ACCEDE00228.mp4,3309,9392,2.636206892,4.295863952,0.120471184,0.18464103
229,ACCEDE00229.mp4,7733,9554,3.351705139,4.393019311,0.100557652,0.196855597
230,ACCEDE00230.mp4,9775,7914,3.590309489,3.481176777,0.162312438,0.134099488
231,ACCEDE00231.mp4,7209,5867,3.305465471,2.566309073,0.102361178,0.162306844
232,ACCEDE00232.mp4,7629,4012,3.342442804,1.951376226,0.10081719,0.157327333
233,ACCEDE00233.mp4,7877,7290,3.364717478,3.176024036,0.100367595,0.139741581
234,ACCEDE00234.mp4,3986,3904,2.824540356,1.921845807,0.116956608,0.155473831
235,ACCEDE00235.mp4,8861,2019,3.465530575,1.517566155,0.112225508,0.116776219
236,ACCEDE00236.mp4,9256,4539,3.514975865,2.10537336,0.128377678,0.164036111
237,ACCEDE00237.mp4,9604,1642,3.564101483,1.461937377,0.149548696,0.117385656
238,ACCEDE00238.mp4,9517,4147,3.551300273,1.989259703,0.143644446,0.159425506
239,ACCEDE00239.mp4,2493,1308,2.363155991,1.41967859,0.118679593,0.124421867
240,ACCEDE00240.mp4,4890,4308,3.02033128,2.035849039,0.11071491,0.161593152
241,ACCEDE00241.mp4,9101,597,3.494816059,1.351700133,0.121058318,0.16169449
242,ACCEDE00242.mp4,6726,32,3.261518457,1.319007859,0.104161946,0.209997978
243,ACCEDE00243.mp4,5555,4720,3.127498516,2.162055149,0.107553262,0.16538204
244,ACCEDE00244.mp4,6307,4876,3.219510188,2.212463172,0.105391672,0.166134195
245,ACCEDE00245.mp4,4030,8196,2.835528405,3.626640427,0.116651638,0.135487743
246,ACCEDE00246.mp4,6690,6553,3.258089007,2.845284168,0.104279384,0.152427894
247,ACCEDE00247.mp4,8484,3820,3.423745856,1.899354809,0.103870139,0.153930355
248,ACCEDE00248.mp4,9163,464,3.502758192,1.34230474,0.12383075,0.171748129
249,ACCEDE00249.mp4,9596,538,3.562909525,1.347403094,0.148988988,0.166046518
250,ACCEDE00250.mp4,9048,2097,3.488152458,1.530125438,0.118850706,0.117440925
251,ACCEDE00251.mp4,6637,450,3.252986824,1.341376632,0.104447641,0.172856574
252,ACCEDE00252.mp4,7509,4112,3.331848427,1.979334523,0.10120291,0.158905562
253,ACCEDE00253.mp4,7217,3801,3.306172057,1.894325452,0.102329075,0.153569382
254,ACCEDE00254.mp4,6483,397,3.237760376,1.337968127,0.104907597,0.17713679
255,ACCEDE00255.mp4,2532,6856,2.377259371,2.977369835,0.118975141,0.147085714
256,ACCEDE00256.mp4,2748,7268,2.453545161,3.165685872,0.120201391,0.14007813
257,ACCEDE00257.mp4,5631,803,3.138042274,1.368318256,0.10729004,0.147917896
258,ACCEDE00258.mp4,6905,2360,3.278190924,1.575125811,0.103539459,0.121158829
259,ACCEDE00259.mp4,7587,3656,3.338725815,1.856646991,0.100943464,0.150678828
260,ACCEDE00260.mp4,7893,4596,3.366179963,2.123014337,0.100361815,0.164514468
261,ACCEDE00261.mp4,9637,2100,3.569050317,1.530615676,0.15189318,0.117471017
262,ACCEDE00262.mp4,8309,3738,3.405845997,1.877801987,0.101874372,0.152342347
263,ACCEDE00263.mp4,8559,5353,3.431687297,2.375527553,0.105055628,0.166095043
264,ACCEDE00264.mp4,6998,4378,3.286645377,2.056583621,0.103192053,0.162417879
265,ACCEDE00265.mp4,7722,2871,3.35072086,1.674260271,0.100580964,0.132303058
266,ACCEDE00266.mp4,8996,1331,3.481724788,1.422377023,0.116828364,0.123720868
267,ACCEDE00267.mp4,8608,2411,3.436969961,1.584325852,0.105949009,0.122092194
268,ACCEDE00268.mp4,9742,3362,3.585142329,1.784068752,0.159731465,0.144182568
269,ACCEDE00269.mp4,7157,1669,3.300862871,1.465641846,0.102569416,0.117101723
270,ACCEDE00270.mp4,7851,2263,3.362348657,1.558052378,0.100384182,0.119554926
271,ACCEDE00271.mp4,8686,3711,3.445539847,1.870792388,0.107577203,0.151802692
272,ACCEDE00272.mp4,8157,8854,3.390936624,3.984352962,0.100881139,0.153314295
273,ACCEDE00273.mp4,7203,688,3.304935289,1.358731568,0.102385249,0.155330797
274,ACCEDE00274.mp4,8747,5039,3.452384974,2.266671292,0.109036103,0.166515108
275,ACCEDE00275.mp4,9781,3467,3.591254649,1.809402487,0.162787677,0.146587496
276,ACCEDE00276.mp4,9066,5388,3.490402736,2.388022563,0.119583791,0.165955973
277,ACCEDE00277.mp4,8938,3931,3.47468144,1.929163715,0.114737837,0.155951302
278,ACCEDE00278.mp4,3962,890,2.818482386,1.376090677,0.117120843,0.142795739
279,ACCEDE00279.mp4,7272,8440,3.311021049,3.756299326,0.102108521,0.139524473
280,ACCEDE00280.mp4,5910,7217,3.174166032,3.141830264,0.106443396,0.14087946
281,ACCEDE00281.mp4,5455,8386,3.113131325,3.727300807,0.107926508,0.13838231
282,ACCEDE00282.mp4,2993,1479,2.536156823,1.440489525,0.120795027,0.119985803
283,ACCEDE00283.mp4,3284,4194,2.628566574,2.002701814,0.120535889,0.16009667
284,ACCEDE00284.mp4,3326,3192,2.641374905,1.744435207,0.120423727,0.140140919
285,ACCEDE00285.mp4,4877,5360,3.017945697,2.378020757,0.110793072,0.166068683
286,ACCEDE00286.mp4,6911,33,3.278740144,1.319049036,0.103517509,0.209900348
287,ACCEDE00287.mp4,8584,1133,3.434373011,1.400172068,0.10549932,0.130824555
288,ACCEDE00288.mp4,1874,1787,2.127120173,1.482337907,0.110966588,0.116322676
289,ACCEDE00289.mp4,1711,9070,2.061585658,4.107363051,0.108114173,0.164113499
290,ACCEDE00290.mp4,4739,2987,2.991881932,1.698915967,0.111657594,0.135134237
291,ACCEDE00291.mp4,1756,9129,2.079801281,4.141443005,0.108926687,0.167486022
292,ACCEDE00292.mp4,7929,2076,3.369484461,1.526708683,0.100361926,0.117239429
293,ACCEDE00293.mp4,7430,6089,3.324904376,2.653542413,0.101490621,0.159612465
294,ACCEDE00294.mp4,8520,7855,3.427536414,3.451338063,0.104412493,0.13419002
295,ACCEDE00295.mp4,5171,289,3.069066447,1.331536875,0.109177521,0.186259115
296,ACCEDE00296.mp4,4959,7784,3.032795764,3.415703503,0.110310115,0.134450457
297,ACCEDE00297.mp4,5814,1260,3.162174049,1.414147895,0.106717071,0.125990027
298,ACCEDE00298.mp4,8874,3349,3.46705983,1.780977573,0.112628975,0.143879323
299,ACCEDE00299.mp4,2317,1776,2.298312291,1.480746676,0.117057851,0.1163645
300,ACCEDE00300.mp4,2560,4299,2.387323878,2.033204198,0.119173153,0.161481873
301,ACCEDE00301.mp4,9697,5558,3.578180994,2.449743558,0.156302118,0.165025795
302,ACCEDE00302.mp4,4060,6958,2.842932635,3.023056369,0.116441186,0.145274013
303,ACCEDE00303.mp4,5886,7545,3.171209054,3.297942315,0.106510452,0.136368644
304,ACCEDE00304.mp4,8614,6587,3.43762209,2.859835101,0.106065125,0.151842366
305,ACCEDE00305.mp4,2777,3757,2.46354534,1.882760524,0.120314418,0.152717204
306,ACCEDE00306.mp4,8831,3578,3.462025452,1.836893134,0.111325972,0.149031265
307,ACCEDE00307.mp4,8621,7069,3.438384381,3.073473486,0.106202483,0.143339476
308,ACCEDE00308.mp4,5675,4036,3.144003351,1.958032259,0.107144968,0.157718448
309,ACCEDE00309.mp4,8041,1409,3.379900712,1.431761281,0.100493622,0.121585881
